,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16
210,0.31,0.71,0.57,0.88,1.0,1.0,0.71,0.8,0.46,0.6,0.2,0.41,0.03,0.2,0.0,0.0
211,0.33,0.63,0.69,0.82,1.0,1.0,0.78,0.78,0.71,0.54,0.69,0.29,0.57,0.06,0.0,0.0
212,0.33,0.73,0.66,0.88,1.0,1.0,0.79,0.8,0.58,0.6,0.36,0.41,0.16,0.2,0.0,0.0
213,0.35,0.64,0.64,1.0,0.66,0.85,0.59,0.38,1.0,0.06,0.86,0.06,0.23,0.04,0.0,0.0
214,0.03,0.62,0.28,0.94,0.39,1.0,0.41,0.6,0.36,0.22,0.0,0.0,0.5,0.07,1.0,0.13
215,0.38,0.8,0.91,1.0,0.82,0.97,0.73,0.56,0.75,0.15,0.09,0.0,0.0,0.0,1.0,0.08
216,0.39,0.76,0.83,0.94,1.0,1.0,0.65,0.8,0.3,0.6,0.09,0.41,0.0,0.2,0.22,0.0
217,0.41,0.69,0.76,1.0,0.73,0.81,0.57,0.39,0.46,0.0,0.0,0.1,0.5,0.09,1.0,0.1
218,0.45,0.69,0.74,1.0,0.68,0.94,0.57,0.5,0.39,0.09,0.0,0.03,0.5,0.03,1.0,0.0
219,0.46,0.67,0.71,1.0,0.6,0.73,0.58,0.33,0.51,0.0,0.0,0.01,0.62,0.03,1.0,0.08
220,0.5,0.65,0.81,1.0,0.76,0.77,0.61,0.31,0.4,0.0,0.0,0.11,0.5,0.1,1.0,0.13
221,0.53,0.62,0.7,0.73,0.77,1.0,0.7,0.75,0.63,0.48,0.35,0.22,0.0,0.05,1.0,0.0
222,0.55,0.72,1.0,1.0,0.97,0.96,0.81,0.59,0.72,0.22,0.19,0.03,0.0,0.0,0.74,0.06
223,0.57,0.7,0.81,1.0,0.72,0.71,0.6,0.35,0.5,0.0,0.0,0.04,0.49,0.06,1.0,0.09
224,0.07,0.32,0.37,0.53,0.73,0.75,1.0,1.0,0.73,0.78,0.48,0.52,0.23,0.26,0.0,0.0
225,0.74,0.69,1.0,1.0,0.84,0.86,0.7,0.51,0.47,0.19,0.0,0.0,0.36,0.07,0.98,0.1
226,0.07,0.64,0.57,0.8,1.0,1.0,0.87,0.85,0.74,0.59,0.67,0.34,0.52,0.09,0.0,0.0
227,0.08,0.56,0.53,0.77,1.0,1.0,1.0,0.99,0.79,0.71,0.74,0.42,0.6,0.14,0.0,0.0
228,0.94,1.0,1.0,1.0,0.94,0.84,0.82,0.66,0.65,0.49,0.41,0.33,0.18,0.16,0.0,0.0
229,0.0,0.61,0.22,0.89,0.59,1.0,0.72,0.73,0.53,0.42,0.31,0.12,0.58,0.0,1.0,0.04
230,0.0,0.63,0.23,1.0,0.56,0.78,0.48,0.34,0.19,0.0,0.11,0.13,0.55,0.23,1.0,0.11
231,0.0,0.64,0.16,1.0,0.47,0.79,0.35,0.4,0.06,0.06,0.11,0.09,0.58,0.0,1.0,0.04
232,0.0,0.66,0.2,1.0,0.51,0.93,0.5,0.51,0.33,0.13,0.25,0.0,0.62,0.08,1.0,0.07
233,0.0,0.66,0.23,1.0,0.53,0.83,0.41,0.43,0.14,0.1,0.13,0.0,0.56,0.09,1.0,0.12
234,0.0,0.68,0.23,1.0,0.54,0.88,0.41,0.34,0.1,0.0,0.22,0.07,0.61,0.08,1.0,0.08
235,0.0,0.7,0.33,1.0,0.83,0.97,0.78,0.59,0.44,0.26,0.02,0.0,0.42,0.01,1.0,0.02
236,0.0,0.71,0.2,1.0,0.54,0.91,0.51,0.55,0.29,0.22,0.03,0.0,0.54,0.03,1.0,0.09
237,0.0,0.72,0.22,1.0,0.51,0.8,0.31,0.49,0.0,0.21,0.04,0.09,0.54,0.13,1.0,0.0
238,0.0,0.73,0.3,1.0,0.68,0.87,0.56,0.51,0.25,0.22,0.02,0.02,0.51,0.04,1.0,0.0
239,0.0,0.74,0.28,1.0,0.5,0.76,0.29,0.38,0.01,0.08,0.26,0.0,0.63,0.0,1.0,0.03
240,0.0,0.74,0.35,1.0,1.0,0.96,0.94,0.63,0.52,0.35,0.0,0.11,0.05,0.0,0.77,0.06
241,0.0,0.75,0.28,1.0,0.65,0.93,0.43,0.59,0.12,0.29,0.12,0.03,0.56,0.0,1.0,0.03
242,0.0,0.76,0.22,1.0,0.64,0.91,0.54,0.58,0.24,0.32,0.02,0.06,0.51,0.02,1.0,0.0
243,0.0,0.77,0.3,1.0,0.84,0.98,0.76,0.65,0.44,0.36,0.05,0.1,0.46,0.02,1.0,0.0
244,0.0,0.77,0.33,1.0,0.55,0.71,0.45,0.35,0.14,0.08,0.09,0.19,0.56,0.17,1.0,0.0
245,0.0,0.78,0.3,1.0,0.62,0.91,0.48,0.59,0.24,0.31,0.14,0.03,0.57,0.01,1.0,0.0
246,0.0,0.79,0.25,1.0,0.49,0.8,0.27,0.48,0.0,0.19,0.24,0.01,0.62,0.0,1.0,0.02
247,0.0,0.79,0.47,0.96,1.0,1.0,0.8,0.74,0.39,0.51,0.05,0.26,0.25,0.04,0.82,0.0
248,0.0,0.8,0.25,1.0,0.61,0.89,0.51,0.57,0.28,0.28,0.0,0.02,0.5,0.0,1.0,0.01
249,0.0,0.81,0.33,1.0,0.68,0.91,0.38,0.65,0.11,0.36,0.2,0.05,0.6,0.01,1.0,0.0
250,0.0,0.82,0.25,1.0,0.36,0.68,0.21,0.33,0.13,0.07,0.42,0.02,0.71,0.0,1.0,0.01
251,0.0,0.82,0.3,1.0,0.74,0.97,0.76,0.72,0.63,0.47,0.44,0.24,0.5,0.0,1.0,0.0
252,0.0,0.82,0.42,1.0,1.0,0.9,0.86,0.62,0.46,0.39,0.01,0.17,0.26,0.01,0.93,0.0
253,0.0,0.83,0.31,1.0,0.48,0.74,0.28,0.42,0.03,0.14,0.27,0.0,0.66,0.01,1.0,0.04
254,0.0,0.84,0.34,1.0,0.63,0.75,0.51,0.39,0.15,0.16,0.14,0.27,0.58,0.14,1.0,0.0
255,0.0,0.85,0.32,1.0,0.65,0.88,0.49,0.52,0.21,0.24,0.3,0.06,0.65,0.04,1.0,0.0
256,0.0,0.86,0.27,1.0,0.46,0.77,0.43,0.45,0.31,0.16,0.34,0.0,0.66,0.01,1.0,0.02
257,0.0,0.86,0.39,1.0,0.51,0.66,0.35,0.32,0.08,0.01,0.01,0.0,0.51,0.15,1.0,0.0
258,0.0,0.88,0.27,1.0,0.49,0.74,0.39,0.41,0.16,0.16,0.36,0.04,0.68,0.0,1.0,0.0
259,0.0,0.89,0.15,1.0,0.56,0.97,0.39,0.64,0.12,0.33,0.12,0.02,0.57,0.0,1.0,0.11
260,0.0,0.9,0.4,1.0,0.66,0.78,0.44,0.48,0.1,0.24,0.04,0.0,0.52,0.0,1.0,0.02
261,0.0,0.91,0.53,1.0,0.97,0.88,0.79,0.65,0.47,0.45,0.15,0.23,0.39,0.05,1.0,0.0
262,0.0,0.93,0.43,1.0,0.78,0.83,0.66,0.55,0.36,0.31,0.11,0.06,0.53,0.0,1.0,0.01
263,0.0,0.95,0.4,1.0,0.74,0.8,0.4,0.55,0.01,0.35,0.15,0.12,0.63,0.08,1.0,0.0
264,0.1,0.68,0.35,1.0,0.59,0.72,0.37,0.3,0.0,0.03,0.15,0.14,0.58,0.02,1.0,0.0
265,0.11,0.71,0.16,1.0,0.53,0.79,0.44,0.41,0.09,0.14,0.0,0.06,0.5,0.03,1.0,0.0
266,0.11,0.75,0.26,1.0,0.46,0.81,0.28,0.46,0.0,0.17,0.21,0.19,0.59,0.0,1.0,0.11
267,0.12,0.8,0.57,1.0,0.76,0.74,0.56,0.41,0.28,0.1,0.0,0.04,0.42,0.13,1.0,0.0
268,0.13,0.69,0.37,1.0,0.52,0.73,0.32,0.37,0.0,0.09,0.15,0.12,0.59,0.0,1.0,0.05
269,0.13,0.77,0.44,1.0,0.51,0.68,0.4,0.36,0.15,0.07,0.0,0.01,0.5,0.03,1.0,0.0
270,0.13,0.79,0.31,1.0,0.73,0.82,0.59,0.45,0.17,0.19,0.0,0.23,0.53,0.17,1.0,0.0
271,0.14,0.69,0.39,1.0,0.53,0.71,0.35,0.33,0.0,0.08,0.28,0.12,0.72,0.0,1.0,0.26
272,0.14,0.86,0.46,1.0,0.5,0.63,0.34,0.28,0.0,0.05,0.18,0.08,0.62,0.01,1.0,0.0
273,0.01,0.55,0.07,1.0,0.3,0.92,0.2,0.45,0.0,0.04,0.23,0.0,0.61,0.1,1.0,0.12
274,0.15,0.73,0.48,1.0,0.64,0.77,0.38,0.43,0.08,0.11,0.0,0.21,0.48,0.15,1.0,0.0
275,0.01,0.63,0.14,1.0,0.56,0.87,0.38,0.42,0.0,0.09,0.02,0.02,0.51,0.05,1.0,0.0
276,0.16,0.67,0.32,1.0,0.52,0.78,0.35,0.38,0.0,0.11,0.14,0.19,0.56,0.0,1.0,0.08
277,0.01,0.68,0.04,1.0,0.55,0.77,0.55,0.31,0.07,0.02,0.0,0.06,0.6,0.0,1.0,0.19
278,0.17,1.0,0.46,0.89,0.4,0.58,0.17,0.34,0.0,0.08,0.33,0.05,0.67,0.04,1.0,0.0
279,0.17,0.83,0.57,1.0,0.87,0.83,0.61,0.58,0.27,0.36,0.0,0.13,0.51,0.08,1.0,0.0
280,0.18,0.75,0.51,1.0,1.0,0.96,0.79,0.65,0.41,0.4,0.0,0.17,0.09,0.0,0.63,0.02
281,0.18,0.92,0.66,1.0,0.93,0.81,0.49,0.56,0.0,0.35,0.14,0.16,0.75,0.1,1.0,0.0
282,0.19,0.76,0.53,1.0,0.92,0.81,0.73,0.4,0.33,0.13,0.0,0.0,0.49,0.05,1.0,0.06
283,0.2,0.7,0.29,1.0,0.63,0.82,0.53,0.46,0.29,0.14,0.0,0.0,0.5,0.03,1.0,0.04
284,0.2,0.76,0.39,1.0,0.56,0.79,0.32,0.46,0.0,0.22,0.21,0.18,0.59,0.01,1.0,0.0
285,0.21,0.79,0.14,1.0,0.61,0.75,0.51,0.35,0.0,0.12,0.16,0.1,0.79,0.0,1.0,0.3
286,0.21,0.87,0.61,1.0,0.71,0.66,0.38,0.36,0.0,0.12,0.15,0.01,0.6,0.01,1.0,0.0
287,0.23,0.63,0.31,1.0,0.64,0.84,0.54,0.45,0.28,0.1,0.0,0.05,0.5,0.03,1.0,0.0
288,0.23,0.79,0.59,1.0,0.62,0.6,0.36,0.21,0.0,0.0,0.19,0.3,0.6,0.25,1.0,0.16
289,0.23,0.82,0.57,1.0,0.6,0.7,0.34,0.42,0.0,0.22,0.2,0.12,0.59,0.08,1.0,0.0
290,0.24,0.72,0.5,1.0,0.61,0.64,0.33,0.33,0.0,0.12,0.29,0.19,0.64,0.0,1.0,0.1
291,0.24,0.85,0.59,1.0,0.73,0.63,0.46,0.29,0.0,0.16,0.05,0.29,0.54,0.19,1.0,0.0
292,0.25,0.81,0.43,1.0,0.46,0.61,0.29,0.27,0.0,0.05,0.34,0.02,0.68,0.0,1.0,0.07
293,0.26,0.73,0.0,0.66,0.38,1.0,0.5,0.9,0.2,0.47,0.06,0.19,0.52,0.0,1.0,0.09
294,0.26,0.87,0.67,1.0,0.8,0.76,0.61,0.48,0.33,0.23,0.0,0.01,0.48,0.0,1.0,0.03
295,0.02,0.72,0.33,1.0,0.58,0.79,0.34,0.46,0.03,0.15,0.0,0.02,0.53,0.0,1.0,0.1
296,0.27,0.76,0.62,1.0,0.84,0.76,0.66,0.41,0.37,0.11,0.0,0.03,0.5,0.01,1.0,0.0
297,0.27,0.82,0.52,1.0,0.62,0.72,0.32,0.45,0.0,0.2,0.11,0.0,0.55,0.02,1.0,0.06
298,0.28,0.58,0.25,0.97,0.68,1.0,0.69,0.59,0.44,0.22,0.0,0.0,0.47,0.1,1.0,0.01
299,0.28,0.87,0.7,1.0,0.68,0.68,0.4,0.39,0.05,0.13,0.0,0.09,0.51,0.08,1.0,0.0
300,0.29,0.73,0.57,1.0,0.97,0.87,0.81,0.51,0.45,0.24,0.0,0.03,0.45,0.02,1.0,0.0
301,0.3,0.75,0.47,1.0,0.64,0.69,0.47,0.35,0.15,0.08,0.0,0.0,0.5,0.05,1.0,0.0
302,0.31,0.65,0.0,0.88,0.4,1.0,0.68,0.72,0.56,0.32,0.28,0.0,0.57,0.01,1.0,0.06
303,0.31,0.86,0.67,1.0,0.81,0.73,0.54,0.47,0.18,0.25,0.0,0.1,0.5,0.04,1.0,0.0
304,0.32,0.63,0.52,1.0,0.86,0.69,0.7,0.24,0.24,0.0,0.0,0.04,0.53,0.02,1.0,0.01
305,0.32,0.71,0.47,1.0,0.83,0.8,0.7,0.46,0.31,0.24,0.0,0.07,0.5,0.02,1.0,0.0
306,0.33,0.64,0.36,1.0,0.59,0.71,0.44,0.34,0.0,0.18,0.32,0.26,0.71,0.0,1.0,0.22
307,0.33,0.79,0.43,1.0,0.6,0.73,0.42,0.38,0.12,0.08,0.0,0.09,0.5,0.0,1.0,0.08
308,0.34,0.68,0.63,1.0,0.65,0.65,0.36,0.29,0.0,0.0,0.06,0.09,0.52,0.16,1.0,0.07
309,0.03,0.51,0.38,0.84,0.99,1.0,1.0,0.63,0.57,0.33,0.0,0.1,0.12,0.0,0.82,0.01
310,0.35,0.84,0.71,1.0,1.0,0.79,0.72,0.52,0.35,0.31,0.0,0.09,0.39,0.0,0.88,0.0
311,0.36,0.63,0.52,1.0,0.52,0.48,0.29,0.06,0.0,0.0,0.3,0.15,0.65,0.03,1.0,0.01
312,0.36,0.79,0.2,1.0,0.67,0.81,0.53,0.43,0.0,0.2,0.08,0.25,0.59,0.0,1.0,0.17
313,0.37,0.74,0.74,1.0,0.88,0.68,0.62,0.32,0.22,0.03,0.0,0.11,0.49,0.04,1.0,0.0
314,0.38,0.67,0.44,1.0,0.85,0.96,0.71,0.58,0.4,0.24,0.0,0.07,0.43,0.17,1.0,0.0
315,0.38,0.85,0.6,1.0,0.58,0.72,0.33,0.45,0.0,0.24,0.15,0.1,0.58,0.0,1.0,0.1
316,0.39,0.74,0.65,1.0,0.65,0.6,0.38,0.21,0.0,0.0,0.23,0.22,0.62,0.04,1.0,0.04
317,0.4,0.83,0.76,1.0,0.86,0.75,0.56,0.5,0.2,0.29,0.0,0.06,0.49,0.01,1.0,0.0
318,0.41,0.79,0.47,1.0,0.84,0.94,0.71,0.52,0.42,0.16,0.0,0.03,0.49,0.07,1.0,0.0
319,0.42,0.67,0.69,1.0,0.79,0.59,0.47,0.22,0.02,0.0,0.0,0.16,0.5,0.24,1.0,0.19
320,0.42,0.8,0.72,1.0,0.98,0.67,0.74,0.29,0.31,0.03,0.0,0.15,0.51,0.14,1.0,0.0
321,0.43,0.81,0.72,1.0,1.0,0.78,0.77,0.49,0.41,0.25,0.0,0.05,0.39,0.0,0.93,0.02
322,0.45,0.72,0.73,1.0,0.85,0.83,0.51,0.58,0.1,0.36,0.0,0.18,0.48,0.06,1.0,0.0
323,0.04,0.66,0.27,1.0,0.47,0.73,0.29,0.3,0.0,0.03,0.31,0.05,0.65,0.03,1.0,0.0
324,0.46,0.75,0.44,1.0,0.79,0.9,0.56,0.44,0.19,0.06,0.0,0.06,0.5,0.1,1.0,0.0
325,0.47,0.66,0.5,1.0,0.92,0.98,0.78,0.55,0.47,0.18,0.0,0.0,0.46,0.19,1.0,0.0
326,0.48,0.68,0.57,1.0,0.92,0.91,0.76,0.54,0.45,0.21,0.0,0.0,0.45,0.22,1.0,0.04
327,0.48,0.97,0.89,1.0,0.77,0.71,0.49,0.46,0.16,0.23,0.0,0.0,0.5,0.03,1.0,0.07
328,0.49,0.97,0.77,1.0,0.79,0.6,0.47,0.28,0.0,0.11,0.08,0.24,0.58,0.14,1.0,0.0
329,0.51,1.0,0.86,0.94,0.69,0.61,0.37,0.34,0.0,0.12,0.09,0.0,0.54,0.02,1.0,0.0
330,0.53,0.81,0.66,1.0,0.86,0.7,0.77,0.35,0.43,0.09,0.0,0.08,0.51,0.11,1.0,0.0
331,0.54,0.78,0.77,1.0,0.64,0.6,0.36,0.27,0.0,0.02,0.12,0.04,0.56,0.02,1.0,0.0
332,0.56,0.76,0.75,1.0,0.91,0.67,0.68,0.33,0.28,0.1,0.0,0.17,0.51,0.14,1.0,0.0
333,0.05,0.8,0.37,1.0,0.58,0.73,0.34,0.37,0.0,0.08,0.05,0.0,0.52,0.02,1.0,0.07
334,0.58,0.65,0.71,1.0,0.9,0.7,0.63,0.31,0.23,0.0,0.0,0.13,0.48,0.01,1.0,0.04
335,0.61,0.79,0.9,1.0,1.0,0.78,0.76,0.54,0.42,0.32,0.07,0.13,0.0,0.0,0.49,0.03
336,0.63,0.88,0.84,1.0,0.93,0.67,0.69,0.34,0.28,0.08,0.0,0.14,0.51,0.19,1.0,0.0
337,0.06,0.76,0.33,1.0,0.73,0.75,0.52,0.39,0.06,0.16,0.0,0.31,0.52,0.17,1.0,0.0
338,0.06,0.89,0.52,1.0,1.0,0.91,0.93,0.65,0.62,0.43,0.25,0.23,0.0,0.02,0.55,0.0
339,0.07,0.79,0.36,1.0,0.54,0.78,0.3,0.49,0.0,0.24,0.09,0.06,0.55,0.03,1.0,0.0
340,0.08,0.62,0.17,1.0,0.61,0.88,0.41,0.44,0.0,0.11,0.08,0.22,0.58,0.0,1.0,0.14
341,0.08,0.85,0.46,1.0,0.58,0.73,0.36,0.42,0.05,0.15,0.0,0.0,0.5,0.0,1.0,0.02
342,0.09,0.7,0.32,1.0,0.59,0.78,0.36,0.43,0.0,0.15,0.06,0.1,0.52,0.01,1.0,0.0
343,0.0,0.66,0.03,0.93,0.52,1.0,1.0,0.91,0.84,0.65,0.45,0.46,0.27,0.21,0.65,0.0
344,0.0,0.7,0.14,0.97,0.66,1.0,1.0,0.79,0.66,0.55,0.94,0.27,0.9,0.0,0.41,0.02
345,0.0,0.76,0.33,1.0,0.82,0.92,0.45,0.7,0.69,0.45,1.0,0.16,0.58,0.0,0.13,0.1
346,0.0,0.77,0.42,1.0,0.75,0.79,0.34,0.53,0.6,0.47,1.0,0.25,0.57,0.04,0.06,0.0
347,0.0,0.79,0.4,1.0,0.87,0.89,0.66,0.6,0.82,0.46,1.0,0.19,0.56,0.0,0.04,0.03
348,0.0,0.8,0.36,1.0,0.81,0.92,0.49,0.65,0.86,0.53,1.0,0.24,0.57,0.04,0.06,0.0
349,0.0,0.82,0.3,1.0,0.75,0.86,0.5,0.55,0.58,0.4,1.0,0.21,0.62,0.0,0.08,0.02
350,0.0,0.82,0.4,1.0,0.8,0.8,0.43,0.53,0.54,0.45,1.0,0.25,0.63,0.0,0.03,0.04
351,0.0,0.83,0.32,1.0,0.75,0.89,0.39,0.69,0.49,0.49,1.0,0.35,0.7,0.15,0.21,0.0
352,0.0,0.84,0.37,1.0,0.59,0.76,0.24,0.49,0.7,0.43,1.0,0.21,0.6,0.0,0.07,0.06
353,0.0,0.85,0.38,1.0,0.6,0.85,0.34,0.59,0.76,0.5,1.0,0.26,0.68,0.05,0.24,0.0
354,0.0,0.86,0.34,1.0,0.6,0.86,0.42,0.6,0.7,0.43,1.0,0.26,0.7,0.08,0.29,0.0
355,0.0,0.86,0.38,1.0,0.84,0.95,0.82,0.69,0.75,0.43,1.0,0.19,0.68,0.0,0.22,0.02
356,0.0,0.87,0.44,1.0,0.9,0.89,0.73,0.64,0.83,0.37,1.0,0.09,0.56,0.0,0.06,0.01
357,0.0,0.88,0.3,1.0,0.68,0.9,0.6,0.62,0.72,0.37,1.0,0.16,0.7,0.0,0.27,0.01
358,0.0,0.88,0.45,1.0,1.0,0.99,0.96,0.76,0.69,0.54,0.69,0.29,0.69,0.05,0.18,0.0
359,0.0,0.89,0.38,1.0,0.65,0.85,0.55,0.6,0.69,0.37,1.0,0.18,0.81,0.0,0.45,0.01
360,0.0,0.9,0.45,1.0,0.85,0.88,0.57,0.64,0.69,0.4,1.0,0.17,0.67,0.01,0.17,0.0
361,0.0,0.93,0.36,1.0,0.79,0.98,0.94,0.79,0.72,0.57,1.0,0.33,0.79,0.11,0.38,0.0
362,0.0,0.94,0.45,1.0,0.7,0.76,0.32,0.58,0.86,0.52,1.0,0.22,0.56,0.0,0.02,0.01
363,0.1,0.78,0.49,1.0,1.0,0.98,0.69,0.68,0.85,0.43,1.0,0.14,0.51,0.02,0.0,0.0
364,0.1,0.87,0.58,1.0,0.92,0.84,0.64,0.58,0.62,0.36,1.0,0.17,0.55,0.0,0.0,0.01
365,0.12,0.67,0.34,0.92,1.0,1.0,0.77,0.71,0.77,0.51,0.89,0.22,0.4,0.0,0.0,0.17
366,0.12,0.86,0.62,1.0,0.92,0.86,0.54,0.64,0.81,0.46,1.0,0.22,0.62,0.0,0.0,0.05
367,0.13,0.84,0.66,1.0,0.9,0.8,0.52,0.54,0.75,0.51,1.0,0.24,0.6,0.0,0.0,0.01
368,0.13,0.87,0.61,1.0,1.0,0.86,0.69,0.59,0.73,0.51,0.87,0.21,0.46,0.0,0.0,0.05
369,0.14,0.86,0.52,1.0,0.6,0.76,0.41,0.55,1.0,0.52,0.98,0.27,0.6,0.08,0.0,0.0
370,0.15,0.73,0.41,1.0,0.87,0.93,0.6,0.64,0.99,0.43,1.0,0.08,0.5,0.0,0.0,0.11
371,0.15,0.87,0.46,1.0,0.87,0.83,0.49,0.59,0.87,0.47,1.0,0.19,0.54,0.0,0.0,0.01
372,0.15,0.91,0.68,1.0,0.81,0.82,0.44,0.56,0.59,0.39,1.0,0.2,0.54,0.01,0.0,0.0
373,0.16,0.89,0.43,1.0,0.86,0.89,0.56,0.61,0.79,0.33,1.0,0.05,0.49,0.0,0.0,0.11
374,0.16,0.95,0.39,1.0,0.67,0.82,0.48,0.57,0.87,0.36,1.0,0.12,0.49,0.0,0.0,0.03
375,0.17,0.84,0.64,1.0,0.97,0.82,0.66,0.55,0.6,0.4,1.0,0.23,0.6,0.0,0.0,0.06
376,0.01,0.8,0.33,1.0,0.84,0.93,0.54,0.64,0.84,0.44,1.0,0.15,0.52,0.0,0.0,0.01
377,0.18,0.78,0.53,1.0,0.9,0.81,0.43,0.57,0.9,0.55,1.0,0.22,0.52,0.0,0.0,0.16
378,0.19,0.74,0.43,1.0,0.7,0.8,0.53,0.53,1.0,0.42,0.98,0.12,0.5,0.0,0.0,0.04
379,0.2,0.79,0.3,1.0,1.0,0.99,0.66,0.71,0.45,0.59,0.97,0.4,0.7,0.11,0.0,0.0
380,0.2,0.82,0.35,1.0,0.73,0.87,0.42,0.6,0.72,0.49,1.0,0.26,0.57,0.04,0.0,0.0
381,0.2,0.92,0.58,1.0,1.0,0.87,0.72,0.6,0.71,0.38,0.95,0.15,0.49,0.04,0.0,0.0
382,0.21,0.79,0.64,1.0,0.84,0.72,0.62,0.42,0.87,0.45,1.0,0.15,0.46,0.0,0.0,0.16
383,0.22,0.86,0.74,1.0,0.96,0.72,0.67,0.42,1.0,0.42,0.98,0.12,0.3,0.0,0.0,0.19
384,0.23,0.76,0.52,1.0,1.0,0.98,0.79,0.71,0.63,0.5,0.82,0.19,0.49,0.0,0.0,0.07
385,0.24,0.78,0.56,1.0,0.96,0.83,0.77,0.53,1.0,0.39,0.97,0.1,0.46,0.0,0.0,0.18
386,0.24,0.8,0.38,1.0,0.9,0.93,0.58,0.66,0.64,0.48,1.0,0.25,0.56,0.06,0.0,0.0
387,0.24,0.93,0.49,1.0,1.0,0.9,0.67,0.63,0.5,0.35,0.97,0.17,0.54,0.0,0.0,0.06
388,0.25,0.92,0.67,1.0,1.0,0.87,0.62,0.69,0.7,0.47,0.88,0.23,0.46,0.08,0.0,0.0
389,0.26,0.82,0.68,1.0,1.0,0.82,0.72,0.52,0.7,0.46,0.9,0.2,0.48,0.0,0.0,0.09
390,0.26,0.85,0.59,1.0,0.81,0.78,0.72,0.54,1.0,0.34,0.82,0.09,0.42,0.0,0.0,0.01
391,0.02,0.75,0.36,1.0,0.87,0.93,0.58,0.62,0.94,0.49,1.0,0.19,0.5,0.0,0.0,0.16
392,0.27,0.83,0.5,1.0,0.77,0.84,0.36,0.62,0.69,0.42,1.0,0.17,0.55,0.0,0.0,0.03
393,0.27,0.86,0.5,1.0,1.0,0.95,0.64,0.72,0.5,0.47,0.8,0.21,0.53,0.0,0.0,0.03
394,0.28,0.74,0.68,1.0,0.97,0.87,0.61,0.57,1.0,0.38,0.96,0.08,0.44,0.0,0.0,0.13
395,0.28,0.82,0.74,1.0,0.87,0.77,0.46,0.51,0.88,0.48,1.0,0.18,0.52,0.0,0.0,0.0
396,0.29,0.81,0.59,1.0,1.0,0.95,0.7,0.68,0.72,0.44,0.91,0.21,0.49,0.04,0.0,0.0
397,0.3,0.78,0.64,1.0,0.9,0.82,0.62,0.57,0.95,0.42,1.0,0.17,0.52,0.04,0.0,0.0
398,0.3,0.83,0.61,1.0,0.93,0.81,0.53,0.59,0.89,0.48,1.0,0.19,0.56,0.0,0.0,0.0
399,0.3,0.88,0.76,1.0,0.88,0.71,0.59,0.43,1.0,0.41,0.98,0.1,0.47,0.0,0.0,0.16
400,0.31,0.98,0.5,1.0,1.0,0.82,0.61,0.59,0.29,0.43,0.95,0.32,0.65,0.12,0.0,0.0
401,0.32,0.78,0.59,1.0,0.91,0.88,0.68,0.58,1.0,0.41,0.94,0.12,0.43,0.0,0.0,0.1
402,0.32,0.94,0.7,1.0,1.0,0.94,0.71,0.76,0.51,0.55,0.53,0.3,0.37,0.1,0.0,0.0
403,0.33,0.74,0.04,0.93,0.73,1.0,0.55,0.72,0.38,0.5,1.0,0.35,0.73,0.08,0.0,0.0
404,0.33,0.92,0.72,1.0,1.0,0.88,0.8,0.69,0.61,0.49,0.67,0.27,0.35,0.12,0.0,0.0
405,0.34,0.85,0.62,1.0,0.79,0.76,0.51,0.49,0.9,0.36,1.0,0.13,0.48,0.0,0.0,0.07
406,0.34,0.95,0.78,1.0,1.0,0.83,0.65,0.63,0.91,0.37,0.91,0.11,0.46,0.0,0.0,0.05
407,0.35,0.8,0.5,1.0,0.63,0.72,0.59,0.54,1.0,0.41,0.89,0.13,0.46,0.0,0.0,0.0
408,0.35,0.93,0.78,1.0,0.89,0.85,0.69,0.65,1.0,0.42,0.88,0.16,0.46,0.04,0.0,0.0
409,0.36,0.9,0.77,1.0,1.0,0.88,0.66,0.68,0.47,0.49,0.73,0.27,0.42,0.06,0.0,0.0
410,0.36,0.9,0.86,1.0,0.87,0.73,0.47,0.49,0.92,0.44,1.0,0.16,0.53,0.0,0.0,0.01
411,0.37,0.9,0.73,1.0,1.0,0.9,0.64,0.72,0.83,0.45,0.83,0.16,0.43,0.03,0.0,0.0
412,0.38,0.84,0.23,1.0,0.68,0.93,0.41,0.64,0.78,0.52,1.0,0.24,0.6,0.0,0.0,0.01
413,0.38,0.85,0.69,1.0,0.93,0.81,0.77,0.54,1.0,0.34,0.93,0.09,0.45,0.0,0.0,0.13
414,0.38,0.94,0.9,1.0,0.94,0.79,0.59,0.57,0.68,0.33,1.0,0.12,0.54,0.0,0.0,0.01
415,0.39,0.96,0.79,1.0,0.93,0.79,0.67,0.57,1.0,0.38,0.88,0.13,0.46,0.0,0.0,0.02
416,0.4,0.84,0.79,1.0,1.0,0.78,0.65,0.58,0.87,0.44,0.87,0.25,0.42,0.14,0.0,0.0
417,0.41,0.8,0.6,1.0,1.0,0.97,0.98,0.73,0.94,0.48,0.75,0.26,0.42,0.09,0.0,0.0
418,0.41,0.86,0.8,1.0,0.93,0.78,0.5,0.58,0.94,0.44,1.0,0.14,0.53,0.0,0.0,0.04
419,0.42,0.9,0.91,1.0,1.0,0.76,0.56,0.57,0.86,0.49,0.89,0.17,0.46,0.0,0.0,0.12
420,0.43,0.78,0.68,1.0,1.0,0.85,0.82,0.58,0.76,0.37,0.78,0.14,0.36,0.0,0.0,0.1
